VegID,CommonName,GenusGroup,Family,GrowthForm,Type,EF1,EF2,EF3,EF4,EF5,EF6,EF7,EF8,EF9,EF10,EF11,EF12,EF13,EF14,EF15,EF16,EF17,EF18,EF19,LDF3,LDF4,LDF5,LDF6,References,Comment
Hypericum perforatum,common St. Johnswort,Hypericum,Clusiaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Hypericum spathulatum,,Hypericum,Clusiaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Idesia polycarpa,,Idesia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex,holly,Ilex,Aquifoliaceae,Btr,genus,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex altaclarensis,holly,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex aquifolium,English holly,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex cassine,dahoon,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex corallina,,Ilex,Aquifoliaceae,Unknown,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex coriacea,large gallberry,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex cornuta,Chinese holly,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex decidua,possumhaw,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex glabra,inkberry,Ilex,Aquifoliaceae,Shrub,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex godajam,,Ilex,Aquifoliaceae,Unknown,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex micrococca,,Ilex,Aquifoliaceae,Unknown,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex opaca,American holly,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex szechwanensis,,Ilex,Aquifoliaceae,Unknown,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex verticillata,common winterberry,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex vomitoria,yaupon,Ilex,Aquifoliaceae,Btr,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ilex wardii,,Ilex,Aquifoliaceae,Unknown,species,0.1,0.003,0.2,0.3,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Illicium,anisetree,Illicium,Illiciaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Illicium macranthum,,Illicium,Illiciaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Imperata,satintail,Imperata,Poaceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Imperata cylindrica,cogongrass,Imperata,Poaceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Indigofera splendens,,Indigofera,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Inga,inga,Inga,Fabaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Inga capitata,,Inga,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Inga caynendensis,,Inga,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Inga heterophylla,,Inga,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Inga spectabilis,,Inga,Fabaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Ipomoea mauritana,,Ipomoea,Convolvulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Irvingia gabonensis,,Irvingia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Irvingia grandifolia,,Irvingia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Irvingia smithii,,Irvingia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Isoberlinia doka,,Isoberlinia,Fabaceae,Btr,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Itea macrophylla,,Itea,Grossulariaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacaranda,jacaranda,Jacaranda,Bignoniaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacaranda acutifolia,,Jacaranda,Bignoniaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacaranda copaia,,Jacaranda,Bignoniaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacaranda mimosifolia,black poui,Jacaranda,Bignoniaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacquemontia perryana,,Jacquemontia,Convolvulaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jacquinia berterii,,Jacquinia,Theophrastaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jasminum,jasmine,Jasminum,Oleaceae,Shrub,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jubaea chilensis,Chile cocopalm,Jubaea,Arecaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Jubaea spectabilis,,Jubaea,Arecaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglandaceae,,Juglandaceae,Juglandaceae,Unknown,family,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans,walnut,Juglans,Juglandaceae,Btr,genus,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans californica,Southern California walnut,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans cinerea,butternut,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans hindsii,Northern California walnut,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans mandshurica,Manchurian walnut,Juglans,Juglandaceae,Unknown,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans microcarpa,,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans nigra,black walnut,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans regia,English walnut,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juglans x paradox,,Juglans,Juglandaceae,Btr,species,0.003,0.003,0.2,0.03,0.1,0.2,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Julbernardia,,Julbernardia,Fabaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Julbernardia paniculata,,Julbernardia,Fabaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juncus effusus,common rush,Juncus,Juncaceae,Herb,species,8,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus,juniper,Juniperus,Cupressaceae,Ntr,genus,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus ashei,Ashe's juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus californica,California juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus chinensis,Chinese juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus communis,common juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus deppeana,alligator juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus excelsa,Grecian juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus foetidissima,stinking juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus horizontalis,creeping juniper,Juniperus,Cupressaceae,Shrub,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus monosperma,oneseed juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus occidentalis,western juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus osteosperma,Utah juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus oxicedrus,,Juniperus,Cupressaceae,Unknown,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus oxycedrus,cade juniper,Juniperus,Cupressaceae,Shrub,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus phoenicea,Phoenician juniper,Juniperus,Cupressaceae,Shrub,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus pinchotii,,Juniperus,Cupressaceae,Ntr,genus,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus recurva,,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus scopulorum,Rocky Mountain juniper,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus seravschanica,,Juniperus,Cupressaceae,Unknown,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus silicicola,,Juniperus,Cupressaceae,Ntr,species,0.003,0.005,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Juniperus virginiana,eastern redcedar,Juniperus,Cupressaceae,Ntr,species,0.003,0.003,0.2,0.03,0.08,0.07,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kalanchoe,widow's-thrill,Kalanchoe,Crassulaceae,Shrub,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kalmia latifolia,mountain laurel,Kalmia,Ericaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Karwinskia humboldtiana,coyotillo,Karwinskia,Rhamnaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Keteleeria davidiana,,Keteleeria,Pinaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kigelia africana,sausage tree,Kigelia,Bignoniaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kiggelaria africana,,Kiggelaria,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kirkia acuminata,,Kirkia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Klainedoxa gabonensis,,Klainedoxa,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Knema cinerea,,Knema,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Knema furfuracea,,Knema,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Knightia excelsa,,Knightia,TBD,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koeberlinia,allthorn,Koeberlinia,Capparaceae,Btr,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koelreuteria,koelreuteria,Koelreuteria,Sapindaceae,Btr,genus,1,0.003,0.1,0.1,0.1,0.1,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koelreuteria bipinnata,goldenrain tree,Koelreuteria,Sapindaceae,Unknown,species,1,0.003,0.1,0.1,0.1,0.1,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koelreuteria elegans,flamegold,Koelreuteria,Sapindaceae,Btr,species,1,0.003,0.1,0.1,0.1,0.1,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koelreuteria integrifolia,koelreuteria,Koelreuteria,Sapindaceae,Btr,species,1,0.003,0.1,0.1,0.1,0.1,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Koelreuteria paniculata,goldenrain tree,Koelreuteria,Sapindaceae,Btr,species,1,0.003,0.1,0.1,0.1,0.1,0.03,0.05,0.09,0.06,1.6,0.4,0.7,0.4,1.5,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Krameria erecta,littleleaf ratany,Krameria,Krameriaceae,Shrub,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Krugiodendron ferreum,leadwood,Krugiodendron,Rhamnaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Kunzea baxteri,,Kunzea,Myrtaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Laburnum x watereri,,Laburnum,Fabaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lactuca,lettuce,Lactuca,Asteraceae,Herb,genus,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lactuca sativa,garden lettuce,Lactuca,Asteraceae,Herb,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia,lagerstroemia,Lagerstroemia,Lythraceae,Btr,genus,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia floribunda,lagerstroemia,Lagerstroemia,Lythraceae,Btr,species,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia indica,crapemyrtle,Lagerstroemia,Lythraceae,Btr,species,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia intermedia,,Lagerstroemia,Lythraceae,Unknown,species,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia speciosa,pride of India,Lagerstroemia,Lythraceae,Btr,species,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagerstroemia tomentosa,,Lagerstroemia,Lythraceae,Unknown,species,0.003,0.003,0.03,0.03,0.03,0.03,0.03,0.05,0.06,0.04,1.6,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lagunaria patersonii,cow itch tree,Lagunaria,Malvaceae,Unknown,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Laguncularia racemosa,white mangrove,Laguncularia,Combretaceae,Btr,species,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
Lamiaceae,,Lamiaceae,Lamiaceae,Unknown,family,6,0.01,0.4,0.3,0.18,0.25,0.03,0.05,0.06,0.04,1.4,0.4,0.7,0.4,1.2,0.1,0.2,0.04,1,0.5,0.8,0.3,0.4,,
